"상품군별(1)","시점",인터넷쇼핑,모바일쇼핑
"화장품","2023.01",176876,748482
"아동·유아용품","2023.01",69206,335724
"음·식료품","2023.01",692345,1874149
"농축수산물","2023.01",285794,784252
"생활용품","2023.01",311929,1017226
"자동차 및 자동차용품","2023.01",105236,128999
"가구","2023.01",105700,309620
"애완용품","2023.01",36396,163514
"여행 및 교통서비스","2023.01",584015,1229959
"문화 및 레저서비스","2023.01",68022,131100
"이쿠폰서비스","2023.01",134069,624263
"음식서비스","2023.01",39031,2189819
"기타서비스","2023.01",93449,93262
"기타","2023.01",77363,188130
"컴퓨터 및 주변기기","2023.02",423513,465802
"가전·전자·통신기기","2023.02",551798,1207891
"서적","2023.02",110799,105771
"사무·문구","2023.02",58557,102917
"의복","2023.02",363179,1116883
"신발","2023.02",111566,193134
"가방","2023.02",69355,171059
"패션용품 및 액세서리","2023.02",66612,221443
"스포츠·레저용품","2023.02",107922,268591
"화장품","2023.02",184919,693790
"아동·유아용품","2023.02",69629,328161
"음·식료품","2023.02",536671,1596972
"농축수산물","2023.02",182667,548395
"생활용품","2023.02",302008,969387
"자동차 및 자동차용품","2023.02",113495,123000
"가구","2023.02",114948,332564
"애완용품","2023.02",34887,150294
"여행 및 교통서비스","2023.02",589263,1167555
"문화 및 레저서비스","2023.02",72368,119465
"이쿠폰서비스","2023.02",156777,561656
"음식서비스","2023.02",34709,1991042
"기타서비스","2023.02",86936,94999
"기타","2023.02",74831,142849
"컴퓨터 및 주변기기","2023.03",437404,428129
"가전·전자·통신기기","2023.03",501534,1083240
"서적","2023.03",127559,131571
"사무·문구","2023.03",69135,109050
"의복","2023.03",465667,1477419
"신발","2023.03",118103,252523
"가방","2023.03",77683,187534
"패션용품 및 액세서리","2023.03",79189,244241
"스포츠·레저용품","2023.03",143372,359069
"화장품","2023.03",218354,756464
"아동·유아용품","2023.03",87886,372581
"음·식료품","2023.03",638699,1811457
"농축수산물","2023.03",215628,601484
"생활용품","2023.03",363734,1083080
"자동차 및 자동차용품","2023.03",227290,133687
"가구","2023.03",128456,347609
"애완용품","2023.03",39104,169118
"여행 및 교통서비스","2023.03",565990,1174473
"문화 및 레저서비스","2023.03",85868,119032
"이쿠폰서비스","2023.03",169461,591396
"음식서비스","2023.03",37127,2070561
"기타서비스","2023.03",86920,98911
"기타","2023.03",86780,165780
"컴퓨터 및 주변기기","2023.04",347754,330998
"가전·전자·통신기기","2023.04",478667,1029660
"서적","2023.04",90479,93277
"사무·문구","2023.04",60639,97223
"의복","2023.04",450123,1335649
"신발","2023.04",114715,227138
"가방","2023.04",69600,175631
"패션용품 및 액세서리","2023.04",75074,233827
"스포츠·레저용품","2023.04",145879,373870
"화장품","2023.04",249648,722165
"아동·유아용품","2023.04",90754,367883
"음·식료품","2023.04",614351,1735895
"농축수산물","2023.04",204092,580993
"생활용품","2023.04",341253,1018331
"자동차 및 자동차용품","2023.04",131419,135740
"가구","2023.04",114238,306137
"애완용품","2023.04",35973,161892
"여행 및 교통서비스","2023.04",580460,1241974
"문화 및 레저서비스","2023.04",94355,125224
"이쿠폰서비스","2023.04",179703,585189
"음식서비스","2023.04",37464,2064462
"기타서비스","2023.04",94086,115735
"기타","2023.04",85872,168332
"컴퓨터 및 주변기기","2023.05",341733,370133
"가전·전자·통신기기","2023.05",551758,1250125
"서적","2023.05",100972,89264
"사무·문구","2023.05",54827,91509
"의복","2023.05",456637,1434480
"신발","2023.05",115789,255996
"가방","2023.05",68854,179763
"패션용품 및 액세서리","2023.05",76759,256177
"스포츠·레저용품","2023.05",152682,415252
"화장품","2023.05",253945,767988
"아동·유아용품","2023.05",81172,391528
"음·식료품","2023.05",639645,1857810
"농축수산물","2023.05",210497,623464
"생활용품","2023.05",352127,1122518
"자동차 및 자동차용품","2023.05",160419,147195
"가구","2023.05",114639,325411
"애완용품","2023.05",38350,172180
"여행 및 교통서비스","2023.05",719385,1404482
"문화 및 레저서비스","2023.05",112671,149701
"이쿠폰서비스","2023.05",182052,667821
"음식서비스","2023.05",37326,2143926
"기타서비스","2023.05",86425,110144
"기타","2023.05",80019,161719
"컴퓨터 및 주변기기","2023.06",328413,313273
"가전·전자·통신기기","2023.06",529632,1186718
"서적","2023.06",84524,85082
"사무·문구","2023.06",54842,84150
"의복","2023.06",454820,1258930
"신발","2023.06",97422,237120
"가방","2023.06",65330,158700
"패션용품 및 액세서리","2023.06",73965,235010
"스포츠·레저용품","2023.06",147361,379058
"화장품","2023.06",229694,727744
"아동·유아용품","2023.06",75827,334851
"음·식료품","2023.06",613103,1793925
"농축수산물","2023.06",210887,612983
"생활용품","2023.06",350740,1097985
"자동차 및 자동차용품","2023.06",370151,146806
"가구","2023.06",115115,311497
"애완용품","2023.06",39007,169701
"여행 및 교통서비스","2023.06",669668,1336536
"문화 및 레저서비스","2023.06",154864,179180
"이쿠폰서비스","2023.06",168578,579491
"음식서비스","2023.06",35242,2095103
"기타서비스","2023.06",93250,102293
"기타","2023.06",82435,142982
"컴퓨터 및 주변기기","2023.07",338837,337786
"가전·전자·통신기기","2023.07",542166,1264336
"서적","2023.07",100858,107898
"사무·문구","2023.07",54609,81848
"의복","2023.07",393115,1232187
"신발","2023.07",106277,225236
"가방","2023.07",64785,174718
"패션용품 및 액세서리","2023.07",74752,250616
"스포츠·레저용품","2023.07",134420,358963
"화장품","2023.07",229742,715633
"아동·유아용품","2023.07",72374,339610
"음·식료품","2023.07",615947,1859107
"농축수산물","2023.07",215737,630956
"생활용품","2023.07",344831,1131991
"자동차 및 자동차용품","2023.07",147508,143513
"가구","2023.07",113771,323902
"애완용품","2023.07",37300,175553
"여행 및 교통서비스","2023.07",719912,1481189
"문화 및 레저서비스","2023.07",105407,168185
"이쿠폰서비스","2023.07",157710,592197
"음식서비스","2023.07",38437,2305345
"기타서비스","2023.07",99799,110521
"기타","2023.07",90249,134481
"컴퓨터 및 주변기기","2023.08",336170,341010
"가전·전자·통신기기","2023.08",574268,1277518
"서적","2023.08",100782,105234
"사무·문구","2023.08",57365,86225
"의복","2023.08",356631,1028897
"신발","2023.08",85173,184003
"가방","2023.08",64438,176475
"패션용품 및 액세서리","2023.08",71404,242322
"스포츠·레저용품","2023.08",129569,348294
"화장품","2023.08",230334,758581
"아동·유아용품","2023.08",72657,332525
"음·식료품","2023.08",651298,1974401
"농축수산물","2023.08",235734,697364
"생활용품","2023.08",350671,1132410
"자동차 및 자동차용품","2023.08",187869,143474
"가구","2023.08",117137,329364
"애완용품","2023.08",39960,179278
"여행 및 교통서비스","2023.08",743532,1495796
"문화 및 레저서비스","2023.08",125125,166672
"이쿠폰서비스","2023.08",202636,626352
"음식서비스","2023.08",37800,2331354
"기타서비스","2023.08",121017,122677
"기타","2023.08",85016,135357
"컴퓨터 및 주변기기","2023.09",318355,327212
"가전·전자·통신기기","2023.09",451222,1047231
"서적","2023.09",90717,96053
"사무·문구","2023.09",55517,85382
"의복","2023.09",448876,1149527
"신발","2023.09",80459,196863
"가방","2023.09",63872,167887
"패션용품 및 액세서리","2023.09",69507,215380
"스포츠·레저용품","2023.09",134155,353806
"화장품","2023.09",221370,775286
"아동·유아용품","2023.09",72518,326274
"음·식료품","2023.09",708799,2029357
"농축수산물","2023.09",313262,864101
"생활용품","2023.09",328041,1072760
"자동차 및 자동차용품","2023.09",440191,139580
"가구","2023.09",106866,306109
"애완용품","2023.09",35585,169643
"여행 및 교통서비스","2023.09",726377,1372980
"문화 및 레저서비스","2023.09",100934,121855
"이쿠폰서비스","2023.09",269102,712718
"음식서비스","2023.09",34191,2107896
"기타서비스","2023.09",176846,92314
"기타","2023.09",79158,126112
"컴퓨터 및 주변기기","2023.10",326080,311758
"가전·전자·통신기기","2023.10",658521,1526898
"서적","2023.10",80578,85572
"사무·문구","2023.10",62624,94806
"의복","2023.10",531674,1623765
"신발","2023.10",121081,241675
"가방","2023.10",59613,162246
"패션용품 및 액세서리","2023.10",64167,228324
"스포츠·레저용품","2023.10",164201,425786
"화장품","2023.10",250276,796492
"아동·유아용품","2023.10",80637,363465
"음·식료품","2023.10",609620,1855749
"농축수산물","2023.10",229154,657736
"생활용품","2023.10",357190,1148536
"자동차 및 자동차용품","2023.10",268411,142942
"가구","2023.10",116953,346541
"애완용품","2023.10",40566,182051
"여행 및 교통서비스","2023.10",740015,1388873
"문화 및 레저서비스","2023.10",120519,152225
"이쿠폰서비스","2023.10",243721,665777
"음식서비스","2023.10",36004,2153610
"기타서비스","2023.10",111532,104606
"기타","2023.10",81645,140495
"컴퓨터 및 주변기기","2023.11",373633,384270
"가전·전자·통신기기","2023.11",617863,1507507
"서적","2023.11",97660,96860
"사무·문구","2023.11",75790,115371
"의복","2023.11",636149,1763483
"신발","2023.11",109520,272467
"가방","2023.11",62907,154837
"패션용품 및 액세서리","2023.11",74205,294280
"스포츠·레저용품","2023.11",165581,411503
"화장품","2023.11",262746,839098
"아동·유아용품","2023.11",84949,372049
"음·식료품","2023.11",636634,1945500
"농축수산물","2023.11",238688,695656
"생활용품","2023.11",390902,1182199
"자동차 및 자동차용품","2023.11",381717,172136
"가구","2023.11",127174,358951
"애완용품","2023.11",39185,179635
"여행 및 교통서비스","2023.11",664179,1369969
"문화 및 레저서비스","2023.11",115104,142490
"이쿠폰서비스","2023.11",232052,700440
"음식서비스","2023.11",34532,2126642
"기타서비스","2023.11",124265,116073
"기타","2023.11",88620,169882
"컴퓨터 및 주변기기","2023.12",378497,361998
"가전·전자·통신기기","2023.12",497098,1270534
"서적","2023.12",105457,126297
"사무·문구","2023.12",80738,132219
"의복","2023.12",517533,1505334
"신발","2023.12",81751,251828
"가방","2023.12",64875,165230
"패션용품 및 액세서리","2023.12",79015,341856
"스포츠·레저용품","2023.12",130576,322373
"화장품","2023.12",204952,857484
"아동·유아용품","2023.12",101980,418981
"음·식료품","2023.12",616095,1933986
"농축수산물","2023.12",243152,766183
"생활용품","2023.12",356308,1179688
"자동차 및 자동차용품","2023.12",231478,152368
"가구","2023.12",119968,343591
"애완용품","2023.12",38657,185603
"여행 및 교통서비스","2023.12",704069,1466681
"문화 및 레저서비스","2023.12",92373,156355
"이쿠폰서비스","2023.12",244462,817276
"음식서비스","2023.12",38326,2381216
"기타서비스","2023.12",129500,109889
"기타","2023.12",91467,158231
"컴퓨터 및 주변기기","2024.01",439597,449009
"가전·전자·통신기기","2024.01",560217,1370322
"서적","2024.01",100593,132183
"사무·문구","2024.01",64381,110076
"의복","2024.01",379770,1147457
"신발","2024.01",71931,181386
"가방","2024.01",64242,161386
"패션용품 및 액세서리","2024.01",67812,273952
"스포츠·레저용품","2024.01",107746,279396
"화장품","2024.01",234226,855614
"아동·유아용품","2024.01",69097,341983
"음·식료품","2024.01",734608,2186402
"농축수산물","2024.01",305572,891134
"생활용품","2024.01",352013,1156589
"자동차 및 자동차용품","2024.01",144706,132437
"가구","2024.01",126170,371359
"애완용품","2024.01",39206,184485
"여행 및 교통서비스","2024.01",769509,1552361
"문화 및 레저서비스","2024.01",82961,124030
"이쿠폰서비스","2024.01",243042,660865
"음식서비스","2024.01",35195,2210858
"기타서비스","2024.01",125896,128982
"기타","2024.01",79438,134763
"컴퓨터 및 주변기기","2024.02",402304,440779
"가전·전자·통신기기","2024.02",467828,1240926
"서적","2024.02",97750,112127
"사무·문구","2024.02",57331,103836
"의복","2024.02",423847,1123200
"신발","2024.02",110624,191635
"가방","2024.02",63914,166454
"패션용품 및 액세서리","2024.02",74606,248569
"스포츠·레저용품","2024.02",96858,269653
"화장품","2024.02",165689,795821
"아동·유아용품","2024.02",65129,344533
"음·식료품","2024.02",594206,1990616
"농축수산물","2024.02",252586,836889
"생활용품","2024.02",305881,1111994
"자동차 및 자동차용품","2024.02",155649,126339
"가구","2024.02",117504,374967
"애완용품","2024.02",35140,170070
"여행 및 교통서비스","2024.02",696352,1452625
"문화 및 레저서비스","2024.02",93719,144046
"이쿠폰서비스","2024.02",257793,714703
"음식서비스","2024.02",33321,2118564
"기타서비스","2024.02",103288,120873
"기타","2024.02",71466,122551
"컴퓨터 및 주변기기","2024.03",399974,432423
"가전·전자·통신기기","2024.03",454982,1185981
"서적","2024.03",123993,144454
"사무·문구","2024.03",67162,118031
"의복","2024.03",429107,1443690
"신발","2024.03",93311,230190
"가방","2024.03",65890,176519
"패션용품 및 액세서리","2024.03",89992,258159
"스포츠·레저용품","2024.03",119351,353768
"화장품","2024.03",201188,878433
"아동·유아용품","2024.03",79224,380711
"음·식료품","2024.03",644042,2134090
"농축수산물","2024.03",249467,786491
"생활용품","2024.03",356305,1226652
"자동차 및 자동차용품","2024.03",505268,141821
"가구","2024.03",135454,396144
"애완용품","2024.03",37521,185364
"여행 및 교통서비스","2024.03",675336,1420960
"문화 및 레저서비스","2024.03",119214,137801
"이쿠폰서비스","2024.03",241507,626270
"음식서비스","2024.03",33851,2244521
"기타서비스","2024.03",91002,105169
"기타","2024.03",76329,132772
"컴퓨터 및 주변기기","2024.04",344117,346251
"가전·전자·통신기기","2024.04",496135,1174102
"서적","2024.04",89172,101982
"사무·문구","2024.04",61387,105658
"의복","2024.04",448064,1470830
"신발","2024.04",98939,235227
"가방","2024.04",60395,159696
"패션용품 및 액세서리","2024.04",87133,256144
"스포츠·레저용품","2024.04",137165,397080
"화장품","2024.04",221117,834974
"아동·유아용품","2024.04",90138,386851
"음·식료품","2024.04",634821,2135330
"농축수산물","2024.04",239240,753076
"생활용품","2024.04",348782,1182190
"자동차 및 자동차용품","2024.04",200419,142092
"가구","2024.04",127454,356930
"애완용품","2024.04",36877,181948
"여행 및 교통서비스","2024.04",670869,1418021
"문화 및 레저서비스","2024.04",118206,143161
"이쿠폰서비스","2024.04",260475,606971
"음식서비스","2024.04",30743,2177985
"기타서비스","2024.04",113181,123340
"기타","2024.04",78099,129018
"컴퓨터 및 주변기기","2024.05",332596,361813
"가전·전자·통신기기","2024.05",529923,1259795
"서적","2024.05",99780,97466
"사무·문구","2024.05",55026,100168
"의복","2024.05",427226,1399003
"신발","2024.05",112591,247047
"가방","2024.05",58814,161312
"패션용품 및 액세서리","2024.05",88908,269154
"스포츠·레저용품","2024.05",138389,402462
"화장품","2024.05",208602,872990
"아동·유아용품","2024.05",81119,387074
"음·식료품","2024.05",662590,2229613
"농축수산물","2024.05",253464,791694
"생활용품","2024.05",355660,1249947
"자동차 및 자동차용품","2024.05",383201,155358
"가구","2024.05",110835,357678
"애완용품","2024.05",37561,188167
"여행 및 교통서비스","2024.05",792951,1575924
"문화 및 레저서비스","2024.05",103534,140195
"이쿠폰서비스","2024.05",261484,700496
"음식서비스","2024.05",31338,2329752
"기타서비스","2024.05",102682,135046
"기타","2024.05",71448,134369
"컴퓨터 및 주변기기","2024.06",359011,314339
"가전·전자·통신기기","2024.06",514422,1302222
"서적","2024.06",80615,92859
"사무·문구","2024.06",50568,87618
"의복","2024.06",451747,1323126
"신발","2024.06",79279,234743
"가방","2024.06",50869,143341
"패션용품 및 액세서리","2024.06",68303,256759
"스포츠·레저용품","2024.06",126397,365987
"화장품","2024.06",183371,836345
"아동·유아용품","2024.06",69681,339075
"음·식료품","2024.06",609041,2084228
"농축수산물","2024.06",238294,736958
"생활용품","2024.06",339506,1223345
"자동차 및 자동차용품","2024.06",496921,148891
"가구","2024.06",107156,346059
"애완용품","2024.06",37060,184108
"여행 및 교통서비스","2024.06",642477,1434229
"문화 및 레저서비스","2024.06",156252,174140
"이쿠폰서비스","2024.06",243868,705911
"음식서비스","2024.06",31818,2364246
"기타서비스","2024.06",107251,126105
"기타","2024.06",63577,115554
"컴퓨터 및 주변기기","2024.07",315227,312830
"가전·전자·통신기기","2024.07",535828,1429925
"서적","2024.07",108258,117984
"사무·문구","2024.07",55892,93578
"의복","2024.07",402414,1240302
"신발","2024.07",82897,232687
"가방","2024.07",58124,152848
"패션용품 및 액세서리","2024.07",73567,276501
"스포츠·레저용품","2024.07",123166,336729
"화장품","2024.07",187336,801413
"아동·유아용품","2024.07",73064,333543
"음·식료품","2024.07",646122,2190001
"농축수산물","2024.07",227862,751319
"생활용품","2024.07",364217,1277069
"자동차 및 자동차용품","2024.07",272574,141907
"가구","2024.07",111146,339537
"애완용품","2024.07",38278,190612
"여행 및 교통서비스","2024.07",725634,1546343
"문화 및 레저서비스","2024.07",112907,160144
"이쿠폰서비스","2024.07",79671,438033
"음식서비스","2024.07",33890,2504581
"기타서비스","2024.07",123454,109832
"기타","2024.07",71215,115314
"컴퓨터 및 주변기기","2024.08",267523,320119
"가전·전자·통신기기","2024.08",410769,1241866
"서적","2024.08",97146,114151
"사무·문구","2024.08",54905,94039
"의복","2024.08",362155,999351
"신발","2024.08",94094,179145
"가방","2024.08",50342,145679
"패션용품 및 액세서리","2024.08",64796,238059
"스포츠·레저용품","2024.08",106775,319309
"화장품","2024.08",178648,834960
"아동·유아용품","2024.08",70550,327189
"음·식료품","2024.08",697052,2334716
"농축수산물","2024.08",255117,807716
"생활용품","2024.08",350877,1251030
"자동차 및 자동차용품","2024.08",306445,135214
"가구","2024.08",105343,339970
"애완용품","2024.08",39678,190100
"여행 및 교통서비스","2024.08",705579,1626290
"문화 및 레저서비스","2024.08",123387,167644
"이쿠폰서비스","2024.08",32466,394347
"음식서비스","2024.08",35334,2685944
"기타서비스","2024.08",106570,132604
"기타","2024.08",61304,120200
"컴퓨터 및 주변기기","2024.09",259703,316276
"가전·전자·통신기기","2024.09",470987,1393574
"서적","2024.09",92226,111433
"사무·문구","2024.09",51309,94932
"의복","2024.09",411669,1116919
"신발","2024.09",76550,194905
"가방","2024.09",51443,148016
"패션용품 및 액세서리","2024.09",62369,235003
"스포츠·레저용품","2024.09",110552,333736
"화장품","2024.09",182894,832651
"아동·유아용품","2024.09",67024,325602
"음·식료품","2024.09",696682,2330505
"농축수산물","2024.09",294997,921538
"생활용품","2024.09",319691,1191520
"자동차 및 자동차용품","2024.09",212499,141364
"가구","2024.09",96909,327774
"애완용품","2024.09",35060,182201
"여행 및 교통서비스","2024.09",683744,1389305
"문화 및 레저서비스","2024.09",161938,167441
"이쿠폰서비스","2024.09",41138,461523
"음식서비스","2024.09",32065,2480672
"기타서비스","2024.09",169302,132413
"기타","2024.09",63863,126583
"컴퓨터 및 주변기기","2024.10",269950,299854
"가전·전자·통신기기","2024.10",476074,1309005
"서적","2024.10",88035,117294
"사무·문구","2024.10",62343,107963
"의복","2024.10",524142,1556269
"신발","2024.10",78708,230026
"가방","2024.10",50388,145654
"패션용품 및 액세서리","2024.10",68732,248815
"스포츠·레저용품","2024.10",139276,392618
"화장품","2024.10",186657,844089
"아동·유아용품","2024.10",79945,353659
"음·식료품","2024.10",652872,2240829
"농축수산물","2024.10",240937,788154
"생활용품","2024.10",364138,1236281
"자동차 및 자동차용품","2024.10",198056,152843
"가구","2024.10",116969,367401
"애완용품","2024.10",40728,193379
"여행 및 교통서비스","2024.10",768819,1493506
"문화 및 레저서비스","2024.10",112487,157190
"이쿠폰서비스","2024.10",50509,394516
"음식서비스","2024.10",32309,2501951
"기타서비스","2024.10",131294,144379
"기타","2024.10",68403,128216
"컴퓨터 및 주변기기","2024.11 p)",324308,404879
"가전·전자·통신기기","2024.11 p)",496951,1400869
"서적","2024.11 p)",101547,102962
"사무·문구","2024.11 p)",68989,119829
"의복","2024.11 p)",661029,1757806
"신발","2024.11 p)",114736,276358
"가방","2024.11 p)",48345,144035
"패션용품 및 액세서리","2024.11 p)",71612,263634
"스포츠·레저용품","2024.11 p)",149706,372161
"화장품","2024.11 p)",205439,878058
"아동·유아용품","2024.11 p)",83774,366642
"음·식료품","2024.11 p)",663678,2241727
"농축수산물","2024.11 p)",245668,791741
"생활용품","2024.11 p)",379692,1231172
"자동차 및 자동차용품","2024.11 p)",335171,161458
"가구","2024.11 p)",120668,372457
"애완용품","2024.11 p)",40730,191468
"여행 및 교통서비스","2024.11 p)",688081,1417280
"문화 및 레저서비스","2024.11 p)",100329,151059
"이쿠폰서비스","2024.11 p)",62334,462175
"음식서비스","2024.11 p)",30714,2456632
"기타서비스","2024.11 p)",171388,203496
"기타","2024.11 p)",73246,135527
"컴퓨터 및 주변기기","2024.12 p)",339852,349240
"가전·전자·통신기기","2024.12 p)",420100,1259257
"서적","2024.12 p)",104219,131593
"사무·문구","2024.12 p)",78544,139902
"의복","2024.12 p)",527686,1620098
"신발","2024.12 p)",74162,268212
"가방","2024.12 p)",55720,147188
"패션용품 및 액세서리","2024.12 p)",87223,315282
"스포츠·레저용품","2024.12 p)",133616,300725
"화장품","2024.12 p)",203153,939104
"아동·유아용품","2024.12 p)",98750,426823
"음·식료품","2024.12 p)",635251,2289418
"농축수산물","2024.12 p)",255558,862057
"생활용품","2024.12 p)",366928,1242391
"자동차 및 자동차용품","2024.12 p)",243151,113980
"가구","2024.12 p)",115786,352470
"애완용품","2024.12 p)",40236,199186
"여행 및 교통서비스","2024.12 p)",754717,1478405
"문화 및 레저서비스","2024.12 p)",82688,117604
"이쿠폰서비스","2024.12 p)",69173,504346
"음식서비스","2024.12 p)",34997,2808932
"기타서비스","2024.12 p)",212747,194445
"기타","2024.12 p)",75613,144134
